,date,headlines,ticker,company
634,,"DB Corp reports #Q3 #earnings
              
 Net profit down 44.2% at ₹48.3 cr vs ₹86.5 cr (YoY)  
  
 Revenue up 3.7% at ₹565.8 cr vs ₹545.5 cr (YoY) 
   
 EBITDA down 34.8% at ₹92 cr vs ₹141 cr (YoY)  
  
 Margin at 16.3% vs 25.9% (YoY)",DBSTOCKBRO,DB (International) Stock Brokers Limited
635,,"Kalpataru Power bags new #orders worth ₹2,456 crore",KALPATPOWR,Kalpataru Power Transmission Limited
636,,"Zydus Wellness reports Q3 earnings.

Net profit down 15.9% at Rs 19.6 cr Vs Rs 23.3 cr (YoY)

Revenue up 7% at Rs 415.6 cr Vs Rs 388.1 cr (YoY)

EBITDA down 12.4% at Rs 28.2 cr Vs Rs 32.2 cr (YoY)

EBITDA margin at 6.8% Vs 8.3% (YoY)",ZYDUSWELL,Zydus Wellness Limited
637,,"Cera Sanitary reports Q3 earnings.

Net profit up 33% at Rs 56.4 cr Vs Rs 42 cr (YoY)    

Revenue up 18% at Rs 457.8 cr Vs Rs 388.1 cr (YoY)    

EBITDA up 19% at Rs 75 cr Vs Rs 63 cr (YoY)    

Margin at 16.4% Vs 16.2% (YoY)",63MOONS,63 moons technologies limited
638,,"Firstsource reports #Q3 earnings

Net profit up 22.5% at ₹158 cr vs ₹129 cr (QoQ)

Revenue up 2% at ₹1,503.3 cr vs ₹1,473.5 cr (QoQ)

EBIT up 25.8% at ₹139.3 cr vs ₹110.7 cr (QoQ)

EBIT margin at 9.7% vs 7.9% (QoQ",FSL,Firstsource Solutions Limited
639,,"Hind Rectifiers reports Q3 earnings.
 
Net profit up 84.7% at Rs 2.4 cr Vs Rs 1.3 cr (YoY)

Revenue up 3.2% at Rs 97.2 cr Vs Rs 94.2 cr (YoY)

EBITDA up 40.1% at Rs 6.5 cr Vs Rs 4.7 cr (YoY)

Margin at 6.7% Vs 5% (YoY)",HIRECT,Hind Rectifiers Limited
640,,Strong operating data from Godrej Properties. Area sold & booking value see huge rise both YoU & QoQ,GODREJCP,Godrej Consumer Products Limited
641,,"Bajaj Electricals reports Q3 earnings.
 
Net profit up 26.8% at Rs 61.1 cr Vs Rs 48 cr (YoY)    

Revenue up 12.5% at Rs 1,484.5 cr Vs Rs 1,319.8 cr (YoY) 

EBITDA up 10.6% at Rs 102 cr Vs Rs 92.1 cr (YoY)

Margin at 6.9% Vs 7% (YoY)",BAJAJ-AUTO,Bajaj Auto Limited
642,,"Lloyds Steels Industries reports Q3 earnings.

Net profit at Rs 12.8 cr Vs Rs 3.8 cr (YoY)

Revenue at Rs 58.4 cr Vs Rs 19.3 cr (YoY)

EBITDA at Rs 19.8 cr Vs Rs 2.7 cr (YoY)

Margin at 33.9% Vs 14.1% (YoY)",LSIL,Lloyds Steels Industries Limited
644,,"Nitin Spinners reports Q3 earnings.

Net profit down 66.1% at Rs 31.6 cr Vs Rs 93.3 cr (YoY)

Revenue down 23.8% at Rs 537.2 cr Vs Rs 704.9 cr (YoY)

EBITDA down 66.2% at Rs 60.1 cr Vs Rs 178.1 cr (YoY)

Margin at 11.2% Vs 25.3% (YoY)",NITINSPIN,Nitin Spinners Limited
645,,"Godrej Properties net debt at ₹2,586 cr Vs ₹1,366 cr (QoQ)",GODREJCP,Godrej Consumer Products Limited
646,,"V-Guard reports #Q3 results

Profit down 27.1% at  ₹39.3 cr vs 54 cr (YoY) 
   
Revenue up 1.4% at  ₹980.8 cr vs ₹967.6 cr (YoY)
    
EBITDA down 24.3% at  ₹65.8 cr vs ₹87 cr (YoY)
    
Margin at 6.7% vs 9% (YoY)",VGUARD,V-Guard Industries Limited
647,,"Suven Life reports #Q3 earnings

Net loss at ₹51.1 cr vs loss of ₹33.7 cr (YoY)

Revenue down 31.8% at ₹3 cr vs ₹4.4 cr (YoY)

EBITDA loss at ₹51.5 cr vs loss of ₹32.6 cr (YoY)",SUVEN,Suven Life Sciences Limited
648,,"Deepak Fert reports Q3 earnings.
                
Net profit up 41.1% at Rs 249.4 cr Vs Rs 177 cr (YoY)    

Revenue up 41% at Rs 2,754.8 cr Vs Rs 1,955.7 cr (YoY)    

EBITDA up 31% at Rs 461.2 cr Vs Rs 352 cr (YoY)    

Margin at 16.7% Vs 18% (YoY)",DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited
649,,"Coromandel International reports Q3 earnings.

Profit up 38.1% at Rs 526.9 cr Vs Rs 381.6 cr (YoY)    

Rev up 63.8% at Rs 8,309.6 cr Vs Rs 5,072.6 cr (YoY)
    
EBITDA up 43.5% at Rs 780.6 cr Vs Rs 543.9 cr (YoY)  
  
Margin at 9.4% Vs 10.7% (YoY)",COROMANDEL,Coromandel International Limited
650,,"APL Apollo Tubes reports #Q3 earnings. 

Net profit up 32.3% at ₹169.2 cr vs ₹127.9 cr (YoY)

Revenue up 31.2% at ₹4,327.1 cr vs ₹3,230.2 cr (YoY)

EBITDA down 9.6% at ₹182.9 cr vs ₹202.3 cr (YoY)
  
Margin at 4.3% vs 6.3% (YoY)",APLAPOLLO,APL Apollo Tubes Limited
651,,"Hikal reports Q3 earnings.

Net Profit down 41.6% at Rs 26.4 cr Vs Rs 45.2 Cr (YoY)

Revenue up 5% at Rs 540.2 cr Vs Rs 514.5 cr (YoY)

EBITDA down 19.7% at Rs 74.6 cr Vs Rs 92.9 cr (YoY)

Margin 13.8% Vs 18.1% (YoY)",HIKAL,Hikal Limited
653,,"Godrej properties closes off lows as operational numbers improve

Birlasoft falls 8% as one of major clients files for bankruptcy

Jubilant food & Whirlpool extend Wednesday’s fall, slip 5-6% on weak Q3",GODREJCP,Godrej Consumer Products Limited
654,,"Engineers India reports Q3 earnings.

Net profit down 16% at Rs 16.1 cr Vs Rs 40.7 cr (YoY)

Revenue up 21.7% at Rs 842.2 cr Vs Rs 692.1 cr (YoY)",ENGINERSIN,Engineers India Limited
656,,"Dalmia Bharat Sugar and Industries reports Q3 earnings

Net profit up 7.9% at Rs 65.2 cr Vs Rs 60.4 cr (YoY)

Revenue down 2.2% at Rs 600 cr Vs Rs 613.5 cr (YoY)

EBITDA up 20% at Rs 112.5 cr Vs Rs 92.8 cr (YoY)

Margin at 18.8% Vs 15.3% (YoY)",BBL,Bharat Bijlee Limited
657,,"InterGlobe Aviation (@IndiGo6E) rpts Q3 earnings.

Net profit at Rs 1,422.6 cr Vs Rs 129.7 cr (YoY)

Rev up 60.7% at Rs 14,933 Cr Vs Rs 9,294.7 cr (YoY)

EBITDAR of Rs 3,399 cr Vs Rs 1,995.5 cr (YoY)

EBITDAR margin at 22.8% Vs 21.5% EBITDAR margin (YoY)",INDIGO,InterGlobe Aviation Limited
659,,"Praj Industries reports Q3 earnings.

Net profit up 68.2% at Rs 62.3 cr Vs Rs 37.1 cr (YoY)

Revenue up 55.4% at Rs 910 cr Vs Rs 585.6 cr (YoY)

EBITDA up 68.8% at Rs 86.2 cr Vs Rs 51 cr (YoY)

Margin at 9.5% Vs 8.7% (YoY)",PRAJIND,Praj Industries Limited
661,,"JK Tyre & Industries Q3

Net profit up 15.2% at Rs 65.6 cr Vs Rs 56.9 cr (YoY)

Revenue up 17.5% at Rs 3,612.9 cr Vs Rs 3,076 cr (YoY)

EBITDA up 24.1% at Rs 339.3 cr Vs Rs 273.5 cr (YoY)

Margin at 9.4% Vs 8.9% (YoY)",JKCEMENT,JK Cement Limited
662,,"Aarti Industries reports Q3 earnings.

Net profit down 81.3% at Rs 135.2 cr Vs Rs 724.6 cr (YoY)

Revenue down 20.5% at Rs 1,634.7 cr Vs Rs 2,055.4 cr (YoY)

EBITDA down 67.8% at Rs 285.9 cr Vs Rs 889 cr (YoY)

Margin at 17.5% Vs 43.3% (YoY)",AARTIDRUGS,Aarti Drugs Limited
663,,"Orient Paper & Ind reports Q3 earnings.

Net profit at Rs 39.5 cr Vs loss of Rs 3.5 cr (YoY)

Revenue up 54.2% at Rs 253.1 cr Vs Rs 164.2 cr (YoY)

EBITDA at Rs 68.8 cr Vs Rs 1.2 cr (YoY)

Margin at 27.2% Vs 0.7% (YoY)",GREENPOWER,Orient Green Power Company Limited
664,,"Manappuram Finance reports #Q3 earnings 

 Profit up 50.3% at Rs 392.2 Cr Vs Rs 261 Cr (YoY)

 NII up 34% at 1,091.7 Cr Vs Rs 815 Cr (YoY)",MANAPPURAM,Manappuram Finance Limited
665,,"Vakrangee reports #Q3 earnings
 
 Profit down 88.1% At Rs 3.5 Cr Vs Rs 29 Cr (YoY)

 Revenue up  20.1% At Rs 250.7 Cr Vs Rs 208.7 Cr (YoY)

 EBITDA down 88.6% At Rs 5 Cr Vs Rs 42.8 Cr (YoY)

 Margin At 2% Vs 20.5% (YoY)",VAKRANGEE,Vakrangee Limited
667,,"Sun TV Q3 | #3QWithCNBCTV18

Net profit down 9.8% at Rs 425.1 cr Vs Rs 471.2 cr (YoY)

Revenue down 16.4% at Rs 886.9 cr Vs Rs 1060.4 cr (YoY)

EBITDA down 20.5% at Rs 584.4 cr Vs Rs 734.9 cr (YoY)

EBITDA margin at 65.9% Vs 69.3% (YoY)",SPARC,Sun Pharma Advanced Research Company Limited
668,,"Emami Q3 | #3QWithCNBCTV18 

Net profit up 6.2% at Rs 233 cr Vs Rs 219.5 cr (YoY)

Revenue up 1.2% at Rs 982.7 cr Vs Rs 971.1 cr (YoY)",EMAMILTD,Emami Limited
669,,"Kansai Nerolac reports Q3 earnings.

Net profit down 14.2% at Rs 109.9 cr Vs Rs 128 cr (YoY)

Revenue up 1% at Rs 1,827 cr Vs Rs 1,810 cr (YoY)

EBITDA down 7.8% at Rs 195.5 cr Vs Rs 212.1 cr (YoY)

Margin at 10.7% Vs 11.7% (YoY)",KANSAINER,Kansai Nerolac Paints Limited
670,,"Bank of Baroda reports #Q3 earnings

 Net profit at ₹3,853 cr vs CNBC-TV18 poll of ₹3,433.4 cr",BANKBARODA,Bank of Baroda
672,,"Jubilant Pharma reports #Q3 earnings 

 Loss at ₹15.67 cr vs profit of ₹50.9 cr (YoY)

 Revenue up 18.5% at ₹1,552.5 cr vs ₹1,310.5 cr (YoY)

 EBITDA down 24.9% at ₹145.9 cr vs ₹194.2 cr (YoY)

 Margin at 9.4% vs 14.8% (YoY)",JUBLFOOD,Jubilant Foodworks Limited
675,,"LIC will schedule a call with  Adani's top mgmt to understand their strategy. LIC has not sold any shares in Adani Group stocks in the current fall, sources say

LIC’s investment in #AdaniGroup stocks is 8% of its equity AUM as of Sep-30, 2022",LICHSGFIN,LIC Housing Finance Limited
676,,"India Cements reports #Q3 results (Standalone) 

Co posts one-time gain at ₹294 cr

Net profit at ₹90.7 cr vs profit of ₹3.3 cr (YoY)

Revenue up 10% at ₹1,219.5 cr vs ₹1,108.5 cr (YoY)

EBITDA loss at ₹69.5 cr  vs EBITDA of ₹104 cr (YoY)",IMPAL,India Motor Parts and Accessories Limited
677,,"Dredging Corp bags order worth Rs 204 Cr from Ministry Of Ports, Shipping & Waterways",DREDGECORP,Dredging Corporation of India Limited
681,,"Engineers India reports Q3 earnings.

Net profit down 16% at Rs 16.1 cr Vs Rs 40.7 cr (YoY)

Revenue up 21.7% at Rs 842.2 cr Vs Rs 692.1 cr (YoY)",ENGINERSIN,Engineers India Limited
683,,"63 moons reports Q3 earnings.

Net profit of Rs 20.5 cr Vs loss of Rs 17 cr (YoY)

Revenue at Rs 93.1 cr Vs Rs 40.4 cr (YoY)

EBITDA profit of Rs 14.7 cr Vs EBITDA loss of Rs 30.9 cr (YoY)",63MOONS,63 moons technologies limited
685,,"Withdrawing of #FPO has had no impact on India’s image globally, says Finance Minister Nirmala Sitharaman (@nsitharaman)

RBI (@RBI), Banks & LIC (@LICIndiaForever) have given their statement on the situation around #Adani Group, she added.

#AdaniFPO #AdaniGroup",LICHSGFIN,LIC Housing Finance Limited
686,,"Filatex India reports Q3 earnings.

Net profit down 97.2% at Rs 2.7 cr Vs Rs 98 cr (YoY)

Revenue down 0.4% at Rs 1,070.4 cr Vs Rs 1,074.2 cr (YoY)

EBITDA down 72.1% at Rs 44.4 cr Vs Rs 159.2 cr (YoY)

Margin at 4.2% Vs 14.8% (YoY)",FILATEX,Filatex India Limited
688,,"Ganesh Ecosphere reports Q3 earnings.

Net profit up 28.6% at Rs 21.1 cr Vs Rs 16 cr (YoY)

Revenue down 5.4% at Rs 272.6 cr Vs Rs 288 cr (YoY)

EBITDA up 2% at Rs 32 cr Vs Rs 31.4 cr (YoY)

Margin at 11.8% Vs 10.9% (YoY)",GANESHHOUC,Ganesh Housing Corporation Limited
690,,"PG Electroplast reports Q3 earnings.

Net profit at Rs 13.7 cr Vs Rs 6 cr (YoY)

Revenue up 74.8% at Rs 457.9 cr Vs Rs 262 cr (YoY)

EBITDA at Rs 35.5 cr Vs Rs 16.5 cr (YoY)

Margin at 7.8% Vs 6.3% (YoY)",PGEL,PG Electroplast Limited
691,,"Arihant Superstructures reports Q3 earnings.

Net profit up 72.3% at Rs 20 cr Vs Rs 12 cr (YoY)

Revenue up 30% at Rs 114.7 cr Vs Rs 88.3 cr (YoY)

EBITDA up 61.5% at Rs 29.4 cr Vs Rs 18.2 cr (YoY)

Margin at 25.7% Vs 20.6% (YoY)",20MICRONS,20 Microns Limited
693,,"Relaxo Footwears reports Q3 earnings.

Net profit down 57.1% at Rs 30.1 cr Vs Rs 70 cr (YoY)

Revenue down 8.5% at Rs 685.5 cr Vs Rs 749 cr (YoY)

EBITDA down 39.7% at Rs 76.7 cr Vs Rs 127.1 cr (YoY)

Margin at 11.2% Vs 17% (YoY)",RELAXO,Relaxo Footwears Limited
694,,"Birla Corporation reports Q3 earnings. 

Net loss of Rs 49.9 cr Vs profit of Rs 60.5 cr (YoY)

Revenue up 15.2% at Rs 2,016.1 cr Vs Rs 1,750.1 cr (YoY)

EBITDA down 35.1% at Rs 144.4 cr Vs Rs 222.5 cr (YoY)

Margin at 7.2% Vs 12.7% (YoY)",BIRLACABLE,Birla Cable Limited
695,,"Birla Corporation reports Q3 earnings. 

Net loss of Rs 49.9 cr Vs profit of Rs 60.5 cr (YoY)

Revenue up 15.2% at Rs 2,016.1 cr Vs Rs 1,750.1 cr (YoY)

EBITDA down 35.1% at Rs 144.4 cr Vs Rs 222.5 cr (YoY)

Margin at 7.2% Vs 12.7% (YoY)",BIRLACABLE,Birla Cable Limited
696,,"PVR launches a 4-screen #multiplex in Faridabad, Haryana",PVR,PVR Limited
697,,"JK Cement reports its #Q3 #earnings
 
 Profit down 42.3% at Rs 96.6 cr vs Rs 167.3 cr (YoY)

 Revenue up 17.9% at Rs 2,288 cr vs Rs 1,940.4 cr (YoY)

 EBITDA down 29.1% at Rs 262.9 cr vs Rs 370.80 cr (YoY)

 Margin at 11.5% vs 19.1% (YoY)",JKCEMENT,JK Cement Limited
699,,"Dalmia Bharat reports Q3 earnings.

Net profit at Rs 204 cr Vs Rs 84 cr (YoY)

Revenue up 22.7% at Rs 3,355 cr Vs Rs 2,734 cr (YoY)

EBITDA up 57% at Rs 645 cr Vs Rs 411 cr (YoY)

Margin at 19.2% Vs 15% (YoY)",BBL,Bharat Bijlee Limited
700,,"Atul Auto reports Q3 earnings.

Net profit of Rs 3.9 cr Vs loss of Rs 8.8 cr (YoY)

Revenue up 29.5% at Rs 133.1 cr Vs Rs 102.8 cr (YoY)

EBITDA profit of Rs 13.6 cr Vs EBITDA loss of Rs 5.9 cr (YoY)",ATUL,Atul Limited
701,,"Multi Commodity Exchange Of India (MCX) reports Q3 earnings.

Net profit up 12.6% at Rs 38.8 cr Vs Rs 34 cr (YoY)

Revenue up 60% at Rs 143.6 cr Vs Rs 89.6 cr (YoY)

EBITDA down 14.4% at Rs 32.7 cr Vs Rs 38.3 cr (YoY)

Margin at 22.8% Vs 42.7% (YoY)",IMPAL,India Motor Parts and Accessories Limited
703,,Blue Star Climatech commences commercial production from Sri City Plant,BLUECOAST,Blue Coast Hotels Limited
705,,Action Construction Equipment unveils first electric mobile crane at Bauma Conexpo 2023,ACE,Action Construction Equipment Limited
706,,"Varun Beverages reports Q3 earnings

Net profit at ₹74.8 cr vs ₹16.5 cr (YoY)

Revenue up 27.7% at  ₹2,214.2 cr vs ₹1,734.3 cr (YoY)

EBITDA up 48.2% at  ₹307.6 cr vs ₹207.6 cr (YoY)

EBITDA margin at 13.9% vs 12% (YoY)",VBL,Varun Beverages Limited
707,,United Drilling Tools signs license agreement with Interpipe to cut premium thread on full length casing & tubing pipes in India,IMPAL,India Motor Parts and Accessories Limited
708,,"Infibeam reports Q3 earnings

Net profit up 43.2% at ₹35.8 cr vs ₹25 cr (YoY)

Revenue up 4.5% at ₹414.7 cr vs ₹397 cr (YoY)

EBITDA up 25.9% at ₹47.6 cr vs ₹37.8 cr (YoY)

EBITDA margin at 11.5% vs 9.5% (YoY)",INFIBEAM,Infibeam Avenues Limited
709,,"Suven Pharma reports #Q3 earnings. 

Net profit down 32.5% at  ₹108 cr vs ₹160 cr (YoY)  
  
Revenue down 9.7% at  ₹353.7 cr vs ₹391.6 cr (YoY) 
   
EBITDA down 21.2% at  ₹146.6 cr vs ₹186.1 cr (YoY)
    
Margin at 41.4% vs 47.5% (YoY)",SUVEN,Suven Life Sciences Limited
710,,"Tamilnadu Petroproducts reports Q3 earnings.

Net profit down 5.26% at Rs 25.2 cr Vs Rs 27 cr (QoQ)

Revenue down 15.2% at Rs 510.5 cr Vs Rs 602.1 cr (QoQ)

EBITDA down 18.2 % at Rs 33.2 cr Vs Rs 40.6 cr (QoQ)

Margin at 6.5% Vs 6.7% (QoQ)",TNPETRO,Tamilnadu PetroProducts Limited
711,,"Kolte Patil reports Q3 earnings.

Net loss at Rs 26.9 cr Vs profit of Rs 5.4 cr (YoY)

Revenue up 53.2% at Rs 368.1 cr Vs Rs 240.3 cr (YoY

EBITDA loss at Rs 25.4 cr Vs EBITDA of Rs 30.5 cr (YoY)",KOLTEPATIL,Kolte - Patil Developers Limited
713,,"Unichem Laboratories reports Q3 earnings.

Net loss of Rs 63.9 cr Vs loss of Rs 14.1 cr (YoY)

Revenue down 3.5% at Rs 302.5 cr Vs Rs 313.2 cr (YoY)

EBITDA loss of Rs 42.8 cr Vs EBITDA profit of Rs 1.4 cr (YoY)",UNICHEMLAB,Unichem Laboratories Limited
714,,"Visaka Industries reports #Q3 earnings

Net profit down 86% at ₹3.35 cr vs ₹24 cr (YoY)

Revenue up 0.7% at ₹356.5 cr vs ₹354.1 cr (YoY)

EBITDA down 38% at ₹25.6 cr vs ₹41.1 cr (YoY)

EBITDA margin at 7.2% vs 11.6% (YoY)",VISAKAIND,Visaka Industries Limited
715,,Reliance Industries & Ashok Leyland unveil hydrogen internal combustion engine powered truck at #IndiaEnergyWeek2023,ASHOKLEY,Ashok Leyland Limited
716,,"Vinati Organics reports Q3 earnings.

Net profit up 8.1% at Rs 163.6 cr Vs Rs 148.3 cr (YoY)

Revenue down 10.2% at Rs 508.6 cr Vs Rs 566.3 cr (YoY)

EBITDA up 10.3% at Rs 163.6 cr Vs Rs 148.3 cr (YoY)

Margin at 32.2% Vs 26.2% (YoY)",VINATIORGA,Vinati Organics Limited
717,,"Transformers and Rectifiers (India) reports Q3 earnings.

Net profit at Rs 13.8 cr Vs Rs 5.2 cr (YoY)

Revenue down 2.6% at Rs 328.3 cr Vs Rs 337 cr (YoY)

EBITDA up 56.2% at Rs 31.4 cr Vs Rs 20.1 cr (YoY)

Margin at 9.6% Vs 6% (YoY)",TRIL,Transformers And Rectifiers (India) Limited
718,,"Avadh Sugar & Energy reports Q3 earnings.

Net profit down 38.6% at Rs 17.7 cr Vs Rs 28.9 cr (YoY)

Revenue down 9.6% at Rs 674.5 cr Vs Rs 746.5 cr (YoY) 

EBITDA down 31.1% at Rs 50.4 cr Vs Rs 73.1 cr (YoY)

Margin at 7.5% Vs 9.8% (YoY)",ENERGYDEV,Energy Development Company Limited
719,,"#Vedanta & Hind Zinc in focus

Govt to oppose Vedanta subsidiary Hind Zinc buyout of Vedanta’s Global Zinc Assets. Mines Ministry to raise objection in Hind Zinc AGM on Vedanta’s Global Zinc business buyout",GLOBALVECT,Global Vectra Helicorp Limited
720,,"Shankara Building Products reports #Q3 earnings 

 Net profit at ₹16.4 cr vs ₹3.5 cr (YoY)

 Revenue up 84.7% at ₹1,080.4 cr vs ₹585 cr (YoY)

 EBITDA up 93.8% at ₹29.2 cr vs ₹15.1 cr (YoY)

 Margin at 2.7% vs 2.6% (YoY)",SHANKARA,Shankara Building Products Limited
725,,"V-Mart reports Q3 earnings.

Net profit down 65% at Rs 20 cr Vs Rs 57.1 cr (YoY)

Revenue up 12.3% at Rs 777 cr Vs Rs 692 cr (YoY)

EBITDA down 23.4% at Rs 103.7 cr Vs Rs 135.3 cr (YoY)

Margin at 13.4% Vs 19.6% (YoY)",20MICRONS,20 Microns Limited
726,,"Mold-Tek Packaging reports Q3 earnings.

Net profit down 2.1% at Rs 16.3 cr Vs Rs 16.7 cr (YoY)

Revenue down 3.4% at Rs 154.8 cr Vs Rs 160.3 cr (YoY)

EBITDA down 10% at Rs 28.4 cr Vs Rs 31.6 cr (YoY)

Margin at 18.4% Vs 19.7% (YoY)",MOLDTECH,Mold-Tek Technologies Limited
727,,"Mold-Tek Packaging reports Q3 earnings.

Net profit down 2.1% at Rs 16.3 cr Vs Rs 16.7 cr (YoY)

Revenue down 3.4% at Rs 154.8 cr Vs Rs 160.3 cr (YoY)

EBITDA down 10% at Rs 28.4 cr Vs Rs 31.6 cr (YoY)

Margin at 18.4% Vs 19.7% (YoY)",MOLDTECH,Mold-Tek Technologies Limited
728,,"Hitachi Energy India reports Q3 earnings.

Net profit down 92.6% at Rs 4.6 cr Vs Rs 61.7 cr (YoY)

Revenue down 5.5% at Rs 1,033.9 cr Vs Rs 1,094.5 cr (YoY)

EBITDA up 17% at Rs 39.5 cr Vs Rs 33.7 cr (YoY)

Margin at 3.8% Vs 3.1% (YoY)",ENERGYDEV,Energy Development Company Limited
729,,"BLS International Services reports Q3 earnings.

Net profit up 79.7% at Rs 50.7 cr Vs Rs 28.2 cr (YoY)

Revenue up 92.9% at Rs 437.9 cr Vs Rs 227.1 cr (YoY)

EBITDA at Rs 66.3 cr Vs Rs 25.5 cr (YoY)

Margin at 15.1% Vs 11.2% (YoY)",BLS,BLS International Services Limited
730,,"Kohinoor Foods reports Q3 earnings.

Net loss of Rs 13.9 cr Vs profit of Rs 0.4 cr (YoY)

Revenue down 25.7% at Rs 16.8 cr Vs Rs 22.6 cr (YoY)

EBITDA down 20.3% at Rs 1.8 cr Vs Rs 2.2 cr (YoY)

Margin at 10.5% Vs 9.8% (YoY)",KOHINOOR,Kohinoor Foods Limited
732,,"Action Construction Equipment reports Q3 earnings.

Net profit up 69.9% at Rs 46.5 cr Vs Rs 27.4 cr (YoY)

Revenue up 27.4% at Rs 556.3 cr Vs Rs 436.6 cr (YoY)

EBITDA up 57% at Rs 61.9 cr Vs Rs 39.4 cr (YoY)

Margin at 11.1% Vs 9% (YoY)",ACE,Action Construction Equipment Limited
733,,"Balaji Amines reports Q3 earnings.

Net profit down 30.1% at Rs 62.6 cr Vs Rs 89.6 cr (YoY)

Revenue up 3.7% at Rs 585.9 cr Vs Rs 564.9 cr (YoY)

EBITDA down 17.7% at Rs 127.8 cr Vs Rs 155.2 cr (YoY)

Margin at 21.8% Vs 27.5% (YoY)",BALAJITELE,Balaji Telefilms Limited
734,,"Bajaj Allianz Life Insurance

 Individual single premium at Rs 38.98 crore

 Individual non-single premium at Rs 408.81 crore

 Group single premium at Rs 217.23 crore

 Group yearly renewable premium at Rs 24.98 crore",BAJAJ-AUTO,Bajaj Auto Limited
737,,"SJVN reports Q3 earnings.

Net profit up 22.1% at Rs 287.4 cr Vs Rs 235.5 cr (YoY)

Revenue up 0.5% at Rs 552 cr Vs Rs 549.1 cr (YoY)

EBITDA down 0.7% at Rs 380.6 cr Vs Rs 383.4 cr (YoY)

Margin at 68.9% Vs 69.8% (YoY)",SJVN,SJVN Limited
739,,"Monte Carlo Fashions reports Q3 earnings.

Net profit up 11.4% at Rs 86.3 cr Vs Rs 78 cr (YoY)

Revenue up 12.5% at Rs 519.5 cr Vs Rs 461.9 cr (YoY)

EBITDA up 14.4% at Rs 130 cr Vs Rs 113.7 cr (YoY)

Margin at 25% Vs 24.6% (YoY)",MONTECARLO,Monte Carlo Fashions Limited
742,,"JK Paper reports Q3 earnings 

 Net profit at ₹329.3 cr vs ₹150.2 cr (YoY)

 Revenue up 50.2% at ₹1,643.1 cr vs ₹1,094 cr (YoY)

 EBITDA up 75.9% at ₹565.5 cr vs ₹321.6 cr (YoY)

 Margin At 34.4% Vs 29.4% (YoY)",JKCEMENT,JK Cement Limited
743,,"Piramal Pharma reports Q3 earnings.

Net loss of Rs 90.2 cr Vs profit of Rs 163.4 cr (YoY)

Revenue up 11.5% at Rs 1,716 cr Vs Rs 1,539.1 cr (YoY)

EBITDA down 61.3% at Rs 87.3 cr Vs Rs 225.6 cr (YoY)

Margin at 5.1% Vs 14.7% (YoY)",PEL,Piramal Enterprises Limited
746,,"Narayana Hrudayalaya reports Q3 earnings.

Net profit up 57.8% at Rs 153.7 cr Vs Rs 97.4 cr (YoY)

Revenue up 17.5% at Rs 1,128.1 cr Vs Rs 959.7 cr (YoY)

EBITDA up 45.3% at Rs 254.4 cr Vs Rs 175.1 cr (YoY)

Margin at 22.6% Vs 18.3% (YoY)",NH,Narayana Hrudayalaya Ltd.
747,,"Pennar Industries reports Q3 earnings.

Net profit up 99.2% at Rs 21.3 cr Vs Rs 10.7 cr (YoY)

Revenue up 29.9% at Rs 692.2 cr Vs Rs 533 cr (YoY)

EBITDA up 36.6% at Rs 58.1 cr Vs Rs 42.5 cr (YoY)

Margin at 8.4% Vs 8% (YoY)",PENIND,Pennar Industries Limited
750,,"Trent reports Q3 earnings.

Net profit up 19.6% at Rs 167 cr Vs Rs 139.7 cr (YoY)

Revenue up 53.7% at Rs 2,303.4 cr Vs Rs 1,499.1 cr (YoY)

EBITDA up 18.5% at Rs 323.2 cr Vs Rs 272.6 cr (YoY)

Margin at 14% Vs 18.2% (YoY)",TRENT,Trent Limited
751,,"Pricol reports Q3 earnings.

Net profit up 54.3% at Rs 26.8 cr Vs Rs 17.3 cr (YoY)

Revenue up 16.1% at Rs 458.2 cr Vs Rs 394.7 cr (YoY)

EBITDA up 1.1% at Rs 35 cr Vs Rs 34.6 cr (YoY)

Margin at 7.7% Vs 8.8% (YoY)",PRICOLLTD,Pricol Limited
752,,"ITD Cementation India reports Q3 earnings.

Net profit up 85.9% at Rs 36.5 cr Vs Rs 19.7 cr (YoY)

Revenue up 32.9% at Rs 1,327 cr Vs Rs 998.1 cr (YoY)

EBITDA up 29% at Rs 104 cr Vs Rs 80.6 cr (YoY)",IMPAL,India Motor Parts and Accessories Limited
754,,"RateGain bags order from Egypt’s Hybrid National Airline-Air Cairo


Apollo Hospitals sees a buying on 2nd straight day on growth outlook

Nestle India gains more than 3% after an in-line set of earnings 

Most Adani stocks move higher as MSCI postpones weightage revision",APOLLOHOSP,Apollo Hospitals Enterprise Limited
755,,"

Gensol Engg bags orders worth ₹501 cr in February


JSW Steel promoter releases pledge on 42.28 lakh shares on February 7",JSWENERGY,JSW Energy Limited
756,,"
HDFC AMC in focus

SEBI has asked mutual funds to include GST & transaction cost in total expense ratio. Industry sources believe this could impact distribution margin of MFs",HDFCBANK,HDFC Bank Limited
757,,"justIn | HUL (@HUL_News) signs agreement for the sale of its brands, Annapurna & Captain Cook, to Uma Global Foods & Uma Consumer Products for Rs 60.4 cr",GLOBALVECT,Global Vectra Helicorp Limited
