,Unnamed: 0.1,Unnamed: 0,sno,DATE,HEADLINE,TICKER,COMPANY NAME,SECTOR,SUBSECTOR,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE,negative_score,positive_score,neutral_score,compound_score,High,Low,Open,close,volume,adj close,avg High,avg low,avg open,avg close,avg volume,avg adj close,trend
2789,2789,2789,4668,10-08-2022,"Kirloskar Bros reports Q1 earnings.
             
▶️Net profit down 31.4% at ₹15.5 cr vs ₹11.8 cr (YoY)

▶️Revenue up 25.1% at ₹784.1 cr vs ₹626.6 cr (YoY)
  
▶️EBITDA up 55.3% at ₹40.7 cr vs ₹26.2 cr (YoY)

▶️EBITDA margin at 5.2% vs 4.2% (YoY)",KECL,Kirloskar Electric Company Limited,,,EQ,09-Mar-10,10,1,INE134B01017,10,0.0,0.065,0.935,0.4404,39.29999924,43.40000153,45.54999924,43.40000153,43.40000153,1440591,51.29999924,52.46999969,50.05999985,51.82999954,51.82999954,1477365.4,bullish
1765,1765,1765,3062,13-06-2022,"#MarketAtClose | Honeywell, Marico, Pidilite, PI Ind, IPCA Gain in a weak trading session

Market breadth firmly in favour of advances, advance-decline ratio at 1:9

BSE companies erase market cap of over ₹6 lakh crore today & over ₹12 lakh crore in June so far",BSE,BSE Limited,,,EQ,03-Feb-17,2,1,INE118H01025,2,0.06,0.131,0.809,0.5267,699.8499756,706.75,670.4500122,682.5,667.0653076,926906,868.4400024,878.7,848.5900024,859.7799927,840.3361084,933781.8,bearish
3706,3706,3706,6138,04-10-2022,"Electronic Mart India #IPO issue fully subscribed on Day 1

▶️On Day 1, IPO subscribed 1.30x until 3.55 pm

▶️Overall 1.30x, #QIB 1.67x, #NII 0.61x & #Retail 1.38x",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-Oct-05,10,1,INE547E01014,10,0.0,0.0,1.0,0.0,739.0,753.0,743.25,751.5999756,742.1636963,1851,896.1699951,901.9599976,884.5900024,894.1299927,882.9042358,1585.6,bearish
4417,4417,4417,7192,11-11-2022,"Emami reports Q2 earnings 

▶️ Net profit down 2.7% at ₹180.1 cr vs ₹185.2 cr (YoY)

▶️ Revenue up 3.4 % at ₹813.7 cr vs ₹787.1 cr (YoY)

▶️ EBITDA down 29.5% at ₹195.4 cr vs ₹277.2 cr (YoY)

▶️ Margin at 24% vs 35.2% (YoY)",EMAMILTD,Emami Limited,Personal Care,Personal Care,EQ,03-Aug-06,1,1,INE548C01032,1,0.0,0.062,0.938,0.4404,467.3500061,471.0,448.0499878,464.9500122,456.1822815,197166,571.6899963,576.9299988,560.3699951,568.1,557.387146,146628.2,bearish
2264,2264,2264,3792,19-07-2022,"HDFC Life reports a drop in market share
▶️Overall new biz mkt share in pvt sector at 19% Vs 21% (QoQ)
▶️Individual new biz mkt share in private sector at 14.6% Vs 14.9% (QoQ)
▶️New business segment in pvt mkt share at 22.2% Vs 27.9% (QoQ)",HDFCBANK,HDFC Bank Limited,Banks - Private,Banks - Private,EQ,08-Nov-95,1,1,INE040A01034,1,0.041,0.173,0.786,0.6908,1337.0,1358.550049,1355.25,1348.050049,1348.050049,7896269,1639.05,1652.330005,1623.750024,1631.670044,1631.670044,8591539.8,bullish
30,30,30,63,17-02-2022,"Greatest mark of confidence in realty sector has been the launch of new houses surpassing pre-pandemic levels, says Deepak Parekh, Chairman #HDFC at the 4th Edition of @CIIEvents Real Estate Confluence",DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,Chemicals,Chemicals,EQ,17-Jan-03,10,1,INE501A01019,10,0.0,0.205,0.795,0.8176,582.0,587.5499878,550.0999756,560.4000244,555.1154785,497555,676.0199951,692.3699951,666.0,677.6200073,671.2300659,1006688.0,bearish
4510,4510,4510,7331,16-11-2022,The winning Consortium of Jet Airways says it won’t pay anything over ₹ 475 cr approved in resolution plan,ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-Nov-95,2,1,INE715B01021,2,0.062,0.274,0.664,0.7003,129.5500031,134.4499969,132.5,133.6000061,133.6000061,319992,162.9100037,164.5100006,159.5800018,161.0500031,161.0500031,222911.6,bearish
2655,2655,2655,4398,04-08-2022,"Ganesha Ecosphere reports Q1 earnings.

▶️ Cons net profit at ₹13.2 cr Vs loss of ₹12.8 cr (YoY)  

▶️ Cons revenue up 47.5% at ₹292.6 cr Vs ₹198.4 cr (YoY)  

▶️ EBITDA up 19% at ₹27 cr Vs ₹22.7 cr (YoY)
  
▶️ Margin at 9.2% Vs 11.4% (YoY)",GANECOS,Ganesha Ecosphere Limited,Textiles - Processing,Textiles - Processing,EQ,09-Mar-15,10,1,INE845D01014,10,0.045,0.057,0.898,0.1531,615.0,640.75,623.2000122,623.8499756,621.8448486,108476,749.8400024,768.5599976,739.8600098,750.4400024,748.0279907,54637.8,bullish
5445,5445,5445,8592,01-02-2023,"Prism Johnson reports #Q3 #earnings              

▶️ Loss of ₹63.4 cr vs 0.72 loss (YoY)

▶️ Revenue up 8.4% at 1,774.3 cr vs ₹1,636.5 cr (YoY)

▶️ EBITDA down 48% at ₹60.1 cr vs 115.8 cr (YoY)

▶️ Margin at 3.4% vs 7.1% (YoY)

#Q3FY23",JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,Cement - Major,Cement - Major,EQ,03-Jan-00,10,1,INE782A01015,10,0.099,0.0,0.901,-0.5574,1070.099976,1090.0,1058.0,1067.849976,1067.849976,26621,1294.3,1319.9,1275.580005,1294.290015,1294.290015,16697.8,bullish
4434,4434,4434,7211,11-11-2022,"V-Mart reports Q2 earnings.

➡️Loss of Rs 11.3 cr Vs loss of Rs 14.1 cr (YoY)

➡️Revenue up 49.8% at Rs 506.2 cr Vs Rs 338 cr (YoY)

➡️EBIDTA at Rs 53.7 cr Vs Rs 20.6 cr (YoY) 

➡️Margin at 10.6% Vs 6.1% (YoY)",VMART,V-Mart Retail Limited,,,EQ,20-Feb-13,10,1,INE665J01013,10,0.051,0.0,0.949,-0.3182,2843.800049,2883.399902,2775.0,2833.050049,2833.050049,14656,3502.51001,3545.729932,3453.62998,3483.7,3483.7,16305.8,bearish
2877,2877,2877,4800,12-08-2022,Tata Motors & SBI tie up for EV dealer finance,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.0,0.0,1.0,0.0,475.75,481.4500122,478.2000122,477.5499878,477.5499878,13482890,567.2699951,572.4800049,558.7700073,566.4299927,566.4299927,16128222.0,bullish
1297,1297,1297,2281,12-05-2022,"Nitin Spinners reports Q4 earnings.

▶️Profit up 99.46% at 85.47 cr Vs Rs 42.85 cr (YoY)

▶️Revenue up 50.33% at Rs 769.06 cr Vs Rs 511.58 cr (YoY)

▶️EBITDA up 60.67% at Rs 167.44 cr Vs Rs 104.21 cr (YoY)

▶️EBITDA margin 21.77% Vs 20.37 (YoY)",NITINSPIN,Nitin Spinners Limited,Textiles - Spinning - Cotton Blended,Textiles - Spinning - Cotton Blended,EQ,02-Feb-06,10,1,INE229H01012,10,0.0,0.0,1.0,0.0,208.3000031,232.3999939,218.3000031,228.0,225.4739532,847943,266.4400024,277.9399994,252.0899994,267.8700043,264.9022369,366437.4,bearish
1539,1539,1539,2692,29-05-2022,"CLEAN SCIENCE TECH Q4 : CONS. NET PROFIT UP 17 % AT 62 CR (YOY),UP 8 % (QOQ)

REVENUE UP 53 % AT 204 CR (YOY),UP 13 % (QOQ)

EBITDA UP 20 % AT 83 CR (YOY], UP 10 % (QOQ)

MARGINS AT 40.9 % V 52.3 % (YOY), 42.1 % (QOQ)",20MICRONS,20 Microns Limited,Miscellaneous,Miscellaneous,EQ,06-Oct-08,5,1,INE144J01027,5,0.0,0.157,0.843,0.7944,78.05000305,79.44999695,78.09999847,77.55000305,77.55000305,94580,99.65999908,102.2,95.61000061,97.06999969,97.06999969,274240.8,bullish
1046,1046,1046,1831,27-04-2022,"Market cap of Reliance Industries crosses ₹19 lakh cr

#Reliance",RCOM,Reliance Communications Limited,Shipping,Shipping,BE,06-Mar-06,5,1,INE330H01018,5,0.0,0.0,1.0,0.0,2.799999952,2.849999905,2.75,2.799999952,2.799999952,6490985,3.45,3.50999999,3.389999962,3.419999981,3.419999981,8172005.6,bearish
1480,1480,1480,2581,25-05-2022,"#4QWithCNBCTV18 | Suzlon Energy reports Q4 earnings.

▶️Net loss of Rs 205.52 Cr Vs loss of Rs 54.25 Cr (YoY) 

▶️Revenue at Rs 2,441.6 Cr Vs Rs 1,120 Cr (YoY)

▶️EBITDA up 2.1% at Rs 183.7 Cr Vs Rs 179.9 Cr (YoY)

▶️Margin At 7.52% Vs 16.07% YoY",ENERGYDEV,Energy Development Company Limited,Power,Power,EQ,02-Nov-07,10,1,INE306C01019,10,0.091,0.041,0.868,-0.3612,17.60000038,17.60000038,15.80000019,16.60000038,16.60000038,41035,21.71000023,22.14000015,20.87999992,21.32999992,21.32999992,81964.6,bearish
3123,3123,3123,5227,30-08-2022,Tata Motors buys #Marcopolo’s stake in JV Tata Marcopolo,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.0,0.0,1.0,0.0,458.6499939,472.3999939,462.1499939,471.1000061,471.1000061,14421066,549.7299988,559.1099976,546.7800049,554.4700073,554.4700073,15714102.2,bearish
2103,2103,2103,3534,07-07-2022,"Tata Motors in focus
China announces new steps to spur consumer demand for cars, saying it would consider extending a tax break for electric vehicles and outlining plans to build more charging stations and encourage lower charging fees: Reuters",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.088,0.079,0.833,0.1531,419.8999939,432.9500122,429.2999878,430.8500061,430.8500061,17616800,497.8799927,504.5099976,491.4899963,498.4300049,498.4300049,18591554.0,bullish
5208,5208,5208,8301,16-01-2023,GPT Infraprojects bags order worth Rs 216 cr from Maharashtra Rail Infrastructure Development Corporation (#MRIDC),GPTINFRA,GPT Infraprojects Limited,,,EQ,11-Jul-16,10,1,INE390G01014,10,0.0,0.119,0.881,0.2263,53.0,57.70000076,54.95000076,55.45000076,54.45000076,288539,63.76999969,66.03000031,62.82999954,64.38000031,63.2189537,84958.8,bullish
1281,1281,1281,2251,11-05-2022,#DelhiveryIPO delhivery fulfills nearly 25% of all #ecommerce shipments in India,IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-Oct-05,10,1,INE547E01014,10,0.0,0.167,0.833,0.25,770.0,779.9500122,767.0,775.0,752.7568359,636,924.6299927,937.0399902,918.9400024,924.8599976,898.3157471,1589.4,bearish
100,100,100,233,23-02-2022,"L&T Finance Holdings: Citigroup Global Markets Mauritius & CBNA London has offloaded 4.88 percent equity stake in the company via open market transactions on February 21. With this, their shareholding stands at 3.87 percent now, down from 8.75 percent earlier.",GLOBALVECT,Global Vectra Helicorp Limited,Misc,Misc,EQ,27-Oct-06,10,1,INE792H01019,10,0.0,0.0,1.0,0.0,49.40000153,50.0,46.70000076,49.15000153,49.15000153,4944,62.52000046,63.27999954,60.56999969,61.86000061,61.86000061,8530.8,bearish
3921,3921,3921,6434,16-10-2022,"Kesoram Industries reports Q2 earnings.

▶️Net loss of Rs 59.1 cr Vs loss of Rs 12 cr (YoY)

▶️Revenue up 0.3% at Rs 845.3 cr Vs Rs 842.7 cr (YoY)",KESORAMIND,Kesoram Industries Limited,Diversified,Diversified,EQ,06-Sep-95,10,1,INE087A01019,10,0.141,0.0,0.859,-0.5574,57.75,59.25,54.15000153,57.20000076,57.20000076,656115,68.84000015,70.96000061,67.93999939,68.95,68.95,947132.8,bearish
2968,2968,2968,4975,18-08-2022,Hindustan Aeronautics to open an office in Malaysia,HCC,Hindustan Construction Company Limited,Construction,Construction,EQ,01-Apr-03,1,1,INE549A01026,1,0.0,0.0,1.0,0.0,12.60000038,12.75,12.55000019,12.55000019,12.55000019,3768257,14.92000008,15.23999996,14.77000008,14.91000004,14.91000004,4918121.2,bullish
2925,2925,2925,4877,13-08-2022,"PTC Industries Q1:

- Revenue at Rs 46 cr vs Rs 45 cr
- PAT at Rs 2.9 cr vs Rs 5.23 cr",PFS,PTC India Financial Services Limited,,,EQ,30-Mar-11,10,1,INE560K01014,10,0.0,0.0,1.0,0.0,15.25,15.39999962,15.0,15.0,15.0,492776,18.63999996,19.03999977,18.33000011,18.50999985,18.50999985,753283.8,bullish
3650,3650,3650,6078,01-10-2022,"Tata Motors

▶️Total sales up 42.1% at 2.43 lk units Vs 1.71 lk units (YoY)

▶️Total domestic sales up 44% at 80,633 units Vs 55,988 units (YoY)",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.0,0.0,1.0,0.0,398.0,408.25,395.5,404.6000061,404.6000061,20951277,491.1399963,496.3799988,477.8,485.0700012,485.0700012,25679489.2,bearish
2495,2495,2495,4112,28-07-2022,"Bharat Bijlee reports Q1 earnings.

▶️Net profit at Rs 3.5 cr Vs Rs 0.42 cr (YoY)

▶️Revenue up 47.2% at Rs 247.7 cr Vs Rs 168.2 cr (YoY)

▶️EBITDA at Rs 9.5 cr Vs Rs 4.2 cr (YoY)

▶️Margin at 3.8% Vs 2.5% (YoY)",BBL,Bharat Bijlee Limited,Diversified,Diversified,EQ,21-Nov-06,10,1,INE464A01028,10,0.0,0.063,0.937,0.4404,1768.099976,1823.699951,1726.050049,1744.5,1726.753052,54780,2121.78999,2162.780005,2086.27002,2116.65,2095.117188,29132.2,bullish
5005,5005,5005,8018,27-12-2022,"Lemon Tree Hotels #signs franchise agreement for a 32-room #property in #Dehradun
    
⭕️Dehradun hotel is expected to be operational by December, 2023",TREEHOUSE,Tree House Education & Accessories Limited,,,EQ,26-Aug-11,10,1,INE040M01013,10,0.0,0.138,0.862,0.4939,18.70000076,18.70000076,17.75,18.04999924,18.04999924,48098,22.68000031,23.30000038,21.75999985,22.25999985,22.25999985,51623.8,bearish
2458,2458,2458,4072,27-07-2022,"Tata Motors reports Q1 earnings.

▶️JLR loss at £482 m Vs £322 m loss (YoY)

▶️JLR Revenue down 11.3% at £4,406 m Vs £4,966 m (YoY)

▶️JLR EBITDA down 38.2% at £277.6 m Vs £449 m (YoY)

▶️JLR EBITDA margin at 6.3% Vs 9% (YoY)",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.111,0.0,0.889,-0.5574,441.1499939,445.0,427.3999939,444.0499878,444.0499878,10081023,541.9500061,545.5000061,535.2599976,539.5899963,539.5899963,14515301.4,bearish
2316,2316,2316,3863,21-07-2022,"IDBI Bank reports Q1 earnings

▶️Gross NPA down 0.6%  at ₹33,908.3 cr vs ₹34,114.8 cr (QoQ)

▶️Net NPA down 6.7% at ₹1,732.1 cr vs ₹1,856.2 cr (QoQ)",BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-Feb-97,2,1,INE028A01039,2,0.0,0.0,1.0,0.0,111.4499969,114.3000031,113.6500015,113.9499969,113.9499969,21547010,130.3699982,132.8800018,128.1400009,131.1899994,131.1899994,32053294.4,bullish
3109,3109,3109,5218,30-08-2022,Zee Ent signs strategic licensing pact with Disney Star for ICC men's events,STARPAPER,Star Paper Mills Limited,Paper,Paper,EQ,13-Sep-95,10,1,INE733A01018,10,0.0,0.0,1.0,0.0,201.5,209.6999969,205.3000031,206.75,203.368576,309420,234.3600006,243.9599976,231.8800018,239.3700012,235.455069,517595.4,bearish
3544,3544,3544,5920,27-09-2022,Lemon Tree Hotels Large Trade | 25 lakh shares (0.3% equity) worth ₹21.4 cr change hands at ₹86/sh,TREEHOUSE,Tree House Education & Accessories Limited,,,EQ,26-Aug-11,10,1,INE040M01013,10,0.0,0.215,0.785,0.4767,13.0,13.19999981,12.85000038,13.19999981,13.19999981,29396,16.30000019,16.78999996,15.76000004,16.13000011,16.13000011,49790.0,bearish
4578,4578,4578,7421,21-11-2022,"Allied Digital bags contract of ₹207.2 cr in JV with KEC from Punjab Municipal Corp, smart city project in Punjab for 3 cities",KEC,KEC International Limited,Power - Transmission & Equipment,Power - Transmission & Equipment,EQ,10-Mar-06,2,1,INE389H01022,2,0.0,0.114,0.886,0.4019,422.8999939,422.8999939,413.5,412.5,412.5,179711,508.2,518.3900024,498.5899963,508.3099976,508.3099976,787665.6,bullish
2447,2447,2447,4058,27-07-2022,"Thirumalai reports Q4 earnings. 

▶️Cons net profit down 7.8% at ₹60 cr vs ₹65.1 cr (YoY)

▶️Cons revenue up 56.4% at ₹621 cr vs ₹397.1 cr (YoY)

▶️Cons EBITDA down 5.4% at ₹96.5 cr vs ₹102 cr (YoY)

▶️EBITDA margin at 15.5% vs 25.7% (YoY)",TIRUMALCHM,Thirumalai Chemicals Limited,Chemicals,Chemicals,EQ,14-May-03,1,1,INE338A01024,1,0.0,0.062,0.938,0.4404,249.75,252.8000031,217.25,225.3999939,225.3999939,2482445,302.0399994,307.3299988,292.6,295.8299988,295.8299988,866918.6,bearish
903,903,903,1548,11-04-2022,"Kesoram Ind: Board considered proposal of demerging rayon, transparent paper & chemical biz

‘Demerger Committee to evaluate the proposal",KESORAMIND,Kesoram Industries Limited,Diversified,Diversified,EQ,06-Sep-95,10,1,INE087A01019,10,0.0,0.0,1.0,0.0,61.25,64.94999695,57.54999924,60.29999924,60.29999924,5116816,70.21999969,73.16999893,68.59000015,70.72000046,70.72000046,2406187.2,bearish
2197,2197,2197,3687,14-07-2022,"is the biggest drag on market with TCS & Infosys being top contributors

Financials except Kotak Bank underperform, Axis Bank & SBI top losers

Mindtree sees profit booking after a strong Q1, stock closes 4% lower",AXISBANK,Axis Bank Limited,Banks - Private,Banks - Private,EQ,16-Nov-98,2,1,INE238A01034,2,0.173,0.226,0.6,0.3182,678.5999756,680.4500122,659.0999756,668.25,668.25,8026311,806.5199951,814.7900024,798.7900024,806.3000122,806.3000122,12558633.0,bearish
109,109,109,261,24-02-2022,#MarketAtClose | #RussiaUkraineCrisis | Global markets tumble with Indian market recording its biggest fall in nearly 2 years. BSE companies erase market cap of more than 13 lakh cr today,BSE,BSE Limited,,,EQ,03-Feb-17,2,1,INE118H01025,2,0.0,0.0,1.0,0.0,663.0,670.0,632.3666382,624.9500122,610.8167725,6070047,863.3066772,879.6833252,839.9266724,848.4,829.2134644,5316530.4,bullish
4196,4196,4196,6836,31-10-2022,"Equitas SFB Bank reports Q2 earnings.

⭕️Profit at Rs 116.4 cr Vs CNBC-TV18 poll of Rs 104.6 Cr

⭕️NII at Rs 609.7 cr Vs CNBC-TV18 poll of Rs 570.1 cr",BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-Feb-97,2,1,INE028A01039,2,0.0,0.0,1.0,0.0,148.0,148.6000061,146.6000061,147.6999969,147.6999969,21373095,175.2700012,178.4100006,173.1100006,176.15,176.15,29885218.8,bullish
2473,2473,2473,4076,27-07-2022,"Mold-Tek Packaging reports Q1 earnings.

▶️ Profit up 79.6% at ₹21.7 Cr Vs ₹12.08 Cr (YoY)

▶️ Revenue up 55.4% at ₹207.8 Cr Vs ₹133.7 Cr (YoY)

▶️ EBIDTA up 48.2% at ₹186.81 Cr Vs ₹126.02 Cr (YoY)

▶️ Margin at 89.89% Vs 94.23% (YoY)",MOLDTECH,Mold-Tek Technologies Limited,Plastics,Plastics,EQ,07-Jul-16,2,1,INE835B01035,2,0.0,0.062,0.938,0.4404,93.59999847,96.40000153,90.0,94.0,93.69595337,95456,116.9800003,119.5400024,114.8600006,115.9800003,115.6048615,96593.0,bearish
3978,3978,3978,6505,18-10-2022,"Tata Communications reports #Q2 earnings 

▶️ Net Profit down 2.1% at ₹532.2 cr vs ₹543.8 cr (QoQ)    

▶️ Revenue up 2.8% at ₹4,430.7 cr vs ₹4,310.5 cr (QoQ)    

▶️ EBITDA up 4.9% at ₹1,129 cr vs ₹1,077 cr (QoQ)
    
▶️ Margin At 25.5% Vs 25% (QoQ)",TATACOMM,Tata Communications Limited,Telecom,Telecom,EQ,12-Apr-95,10,1,INE151A01013,10,0.0,0.061,0.939,0.4404,1204.900024,1248.0,1196.650024,1238.199951,1238.199951,1678706,1428.719995,1450.58999,1398.82002,1424.619995,1424.619995,667850.8,bearish
4648,4648,4648,7539,26-11-2022,"Hero MotoCorp will increase the ex-showroom prices of its motorcycles and scooters, effective December 1, 2022. 

The price increase will be up to Rs 1,500.",ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-Nov-95,2,1,INE715B01021,2,0.0,0.35,0.65,0.8834,130.1000061,131.25,128.8000031,128.8000031,128.8000031,172718,156.4399994,157.9700012,154.4,155.1200012,155.1200012,142001.4,bullish
4842,4842,4842,7818,13-12-2022,Patel Engineering to consider #fund raise via #RightsIssue on December 16,PATELENG,Patel Engineering Limited,,,EQ,24-Feb-05,1,1,INE244B01030,1,0.0,0.0,1.0,0.0,21.20000076,21.54999924,21.54999924,21.14999962,21.14999962,1753567,24.96000023,25.50999985,24.45999985,25.05,25.05,6019941.0,bullish
4256,4256,4256,6943,03-11-2022,"BankofEngland raises its benchmark rate by 75 basis points, its biggest hike in 33 years

The #75basispoint increase takes the Bank Rate to 3%, its eighth consecutive hike to the main lending rate.",ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-Nov-95,2,1,INE715B01021,2,0.0,0.067,0.933,0.3182,146.4499969,148.0,142.1000061,142.8000031,142.8000031,108463,168.1899994,171.6100006,165.2700012,168.9199982,168.9199982,207675.6,bullish
3519,3519,3519,5883,25-09-2022,"#JustIn | Prime Minister Narendra Modi to launch 5G services in India on October 1

#PMModi #5G",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-Oct-05,10,1,INE547E01014,10,0.0,0.0,1.0,0.0,754.0999756,754.0999756,736.5,749.4000244,739.991333,1216,901.3900024,905.2400024,890.3199951,895.8700195,884.6224121,2484.8,bearish
807,807,807,1400,05-04-2022,"Q4FY22 was good in terms of loan growth. Gold loan growth picked up in Q4FY22. Expect gold loan growth to  be better in the future, says Pralay Mondal of CSB Bank",BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-Feb-97,2,1,INE028A01039,2,0.0,0.343,0.657,0.9118,116.4000015,117.8499985,115.1500015,116.0,112.60923,28093579,136.4699997,138.5399994,134.9699997,137.05,133.0439224,49921916.6,bullish
3286,3286,3286,5501,10-09-2022,"*WHAT HAPPENED OVERNIGHT*

- SPX +1.53%, Nasdaq +2.11%

- UST 2y yield > 3.51% resistance, 10y flat at 3.31%

- DXY Index avoided a bearish outside week by closing above 108.29

- Oil +3.4% to $92.14

- Fed’s Bullard: Now “more strongly” leaning towards a third 75 bps hike",OIL,Oil India Limited,Oil Drilling,Oil Drilling,EQ,30-Sep-09,10,1,INE274J01014,10,0.057,0.0,0.943,-0.34,194.0,195.1499939,194.1999969,193.8500061,184.6662292,696997,232.0899994,234.4299988,230.5200012,232.2399994,221.2374817,1423791.2,bullish
2002,2002,2002,3395,01-07-2022,"Edelweiss Fin denies media reports w.r.t potential sale of mutual fund business, reports of mutual fund biz sale are baseless & without any reality check co adds",EDELWEISS,Edelweiss Financial Services Limited,,,EQ,12-Dec-07,1,1,INE532F01054,1,0.101,0.0,0.899,-0.4215,52.04999924,52.5,51.45000076,52.15000153,51.11903,613698,63.35,63.94000015,61.70999908,62.59000015,61.35263519,735292.8,bullish
3639,3639,3639,6068,30-09-2022,Steel Strips Wheels shareholders approve 5-for-1 stock split,SAIL,Steel Authority of India Limited,Steel,Steel,EQ,06-Jul-95,10,1,INE114A01011,10,0.0,0.0,1.0,0.0,74.40000153,77.09999847,75.55000305,76.75,76.75,23164910,91.13000031,92.41999969,89.09000092,90.44000092,90.44000092,21550460.8,bearish
