,sno,DATE,HEADLINE,TICKER,COMPANY NAME,SECTOR,SUBSECTOR,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE
95,219,2022-02-23,"#RussiaUkraineConflict | #Australia to impose travel bans & targetted financial sanctions on eight members of #Russia's Security Council, @Parikshitl reports

The country will also impose sanctions on five Russian banks 

#UkraineConflict #Ukraine #UkraineCrisis",ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-NOV-1995,2,1,INE715B01021,2
96,221,2022-02-23,"#JustIn | PNC Infratech emerges lowest bidder for 3 new hybrid annuity model (HAM) projects by @NHAI_Official in #UttarPradesh worth an aggregate bid project cost of Rs 4,384 cr",PNCINFRA,PNC Infratech Limited,,,EQ,26-MAY-2015,2,1,INE195J01029,2
97,223,2022-02-23,"Highlights: 

Bitcoin, Dogecoin, Shiba Inu, Terra zoom up to 10%

Oil nears $100 on rising fears energy supply will take a hit

SIS adds 3% on bagging Rs 225 crore order

ZEEL moves application in NCLT for dismissal of IndusInd insolvency plea

Bikaji Foods International files DRHP for Rs 1,000 crore IPO",INDUSINDBK,IndusInd Bank Limited,Banks - Private,Banks - Private,EQ,28-JAN-1998,10,1,INE095A01012,10
98,225,2022-02-23,Enforcement Directorate arrests NCP leader and Maharashtra Minister Nawab Malik in connection with Dawood Ibrahim money laundering case,MAHSCOOTER,Maharashtra Scooters Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,08-FEB-1995,10,1,INE288A01013,10
99,230,2022-02-23,Vedanta to consider third interim dividend on 2 March,VEDL,Vedanta Limited,Mining & Minerals,Mining & Minerals,EQ,13-MAY-1998,1,1,INE205A01025,1
100,233,2022-02-23,"L&T Finance Holdings: Citigroup Global Markets Mauritius & CBNA London has offloaded 4.88 percent equity stake in the company via open market transactions on February 21. With this, their shareholding stands at 3.87 percent now, down from 8.75 percent earlier.",GLOBALVECT,Global Vectra Helicorp Limited,Misc,Misc,EQ,27-OCT-2006,10,1,INE792H01019,10
101,238,2022-02-24,"#RussiaUkraine Tensions | Global #MarketSellOff
▶️Dow Futures down more than 300 points
▶️SGX Nifty falls more than 300 points
▶️Hang Seng down 500 points, Nikkei falls 300 points",GLOBALVECT,Global Vectra Helicorp Limited,Misc,Misc,EQ,27-OCT-2006,10,1,INE792H01019,10
102,240,2022-02-24,"#RussiaUkraine Tensions | US President
▶️Putin has chosen a premeditated war
▶️Will address American people Tomorrow
▶️Will be monitoring situation from The White House
▶️Will coordinate with NATO allies for strong response
▶️Will announce further consequences on Russia",ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-NOV-1995,2,1,INE715B01021,2
103,242,2022-02-24,Bharti Airtel acquires strategic stake in blockchain technology startup Aqilliz,BHARTIARTL,Bharti Airtel Limited,Telecommunications - Service,Telecommunications - Service,EQ,15-FEB-2002,5,1,INE397D01024,5
104,249,2022-02-24,"Russia : WAS READY FOR ATTACK
AMERICAN: KNEW ATTACK WAS GOING TO HAPPEN
UKRAINE:  WAS TAKING IT EASY
INDIANS: JB HOGA TB DEKHENGE",JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,Pharmaceuticals,Pharmaceuticals,EQ,29-APR-2003,2,1,INE572A01028,2
105,252,2022-02-24,"India is global power and india should come forward to help.
One of the powerful and respected leader is modiji.",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-OCT-2005,10,1,INE547E01014,10
106,255,2022-02-24,Bharat Forge to acquire JS Auto Cast Foundry India,BBL,Bharat Bijlee Limited,Diversified,Diversified,EQ,21-NOV-2006,10,1,INE464A01028,10
107,257,2022-02-24,#JustIn | Ashoka Buildcon gets letter of acceptance for a project in Assam worth Rs 692 cr,ASHOKA,Ashoka Buildcon Limited,Construction & Contracting - Civil,Construction & Contracting - Civil,EQ,14-OCT-2010,5,1,INE442H01029,5
108,259,2022-02-24,#JustIn | Cadila Health to be renamed as Zydus Lifesciences,ZYDUSWELL,Zydus Wellness Limited,Misc,Misc,EQ,13-NOV-2009,10,1,INE768C01010,10
109,261,2022-02-24,#MarketAtClose | #RussiaUkraineCrisis | Global markets tumble with Indian market recording its biggest fall in nearly 2 years. BSE companies erase market cap of more than 13 lakh cr today,BSE,BSE Limited,,,EQ,03-FEB-2017,2,1,INE118H01025,2
110,266,2022-02-24,BEL : Centre Signs Rs 1075 Cr Contact With Bel For T 90 Tanks Retro Modification,TTL,T T Limited,Textiles,Textiles,EQ,22-FEB-2007,10,1,INE592B01016,10
111,270,2022-02-24,"Retrospective tax: India refunds ₹7,900 cr to Cairn to settle dispute",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-OCT-2005,10,1,INE547E01014,10
112,271,2022-02-24,The UK has announced that they will totally exclude Russian banks from the UK financial system.,ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-NOV-1995,2,1,INE715B01021,2
113,278,2022-02-25,NMDC hikes ironore prices by upto INR 680/tn,NMDC,NMDC Limited,Mining & Minerals,Mining & Minerals,EQ,03-MAR-2008,1,1,INE584A01023,1
114,280,2022-02-25,Former NSE Chief Operating Officer Anand Subramanian arrested by CBI in Chennai in relation to @NSEIndia co-location case,CHENNPETRO,Chennai Petroleum Corporation Limited,Refineries,Refineries,EQ,07-JUN-2000,10,1,INE178A01016,10
115,282,2022-02-25,"Vedanta says CRISIL upgrades long-term rating to AA from AA-, outlook revised to stable from positive",CRISIL,CRISIL Limited,Miscellaneous,Miscellaneous,EQ,28-JUN-1995,1,1,INE007A01025,1
116,283,2022-02-25,CCI approves acquisition of stake in ISMT by Kirloskar Ferrous,ISMTLTD,ISMT Limited,Steel - Rolling,Steel - Rolling,EQ,28-AUG-2007,5,1,INE732F01019,5
117,284,2022-02-25,Tata Motors recovers most of the losses seen yesterday,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
118,284,2022-02-25,Tata Motors recovers most of the losses seen yesterday,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
119,284,2022-02-25,Tata Motors recovers most of the losses seen yesterday,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
120,284,2022-02-25,Tata Motors recovers most of the losses seen yesterday,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
121,284,2022-02-25,Tata Motors recovers most of the losses seen yesterday,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
122,284,2022-02-25,Tata Motors recovers most of the losses seen yesterday,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
123,284,2022-02-25,Tata Motors recovers most of the losses seen yesterday,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
124,284,2022-02-25,Tata Motors recovers most of the losses seen yesterday,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
125,284,2022-02-25,Tata Motors recovers most of the losses seen yesterday,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
126,284,2022-02-25,Tata Motors recovers most of the losses seen yesterday,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
127,284,2022-02-25,Tata Motors recovers most of the losses seen yesterday,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
128,284,2022-02-25,Tata Motors recovers most of the losses seen yesterday,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-JUL-1998,2,1,INE155A01022,2
129,286,2022-02-25,Compensatory Tariff Case At SC | SC holds that 3 Rajasthan discoms are in contempt of SC Order of 2020 directing payment of compensatory tariff to Adani Power. SC directs 3 Rajasthan discoms to pay compensatory tariff to Adani Power within 4 weeks,PFC,Power Finance Corporation Limited,Finance,Finance,EQ,23-FEB-2007,10,1,INE134E01011,10
130,287,2022-02-25,"#CourtCorner | ▶️Supreme Court asks Central govt to clarify on legality of Bitcoins 
▶️SC directs Centre to make its position clear on legality of Cryptos 
▶️Alert: SC was hearing a Case of ED probe into 20,000 cr gain from #Bitcoin scam",CENTRALBK,Central Bank of India,Banks - PSU,Banks - PSU,EQ,21-AUG-2007,10,1,INE483A01010,10
131,289,2022-02-25,"#MarketAtClose | Mkt Recovers 50% Of Thursday’s Losses, Frontline Indices Up 3-4%

Mkt Snaps 7-day Losing Streak, Midcap Sees Biggest 1-day Gain In 2 Yrs

All Frontline Indices Close Up; India VIX Falls 16%

BSE Cos Gain Mkt Cap Of >Rs 8 Lk Cr After Losing Rs 13 Lk Cr Yesterday",BSE,BSE Limited,,,EQ,03-FEB-2017,2,1,INE118H01025,2
132,290,2022-02-25,Sebi levies fine on Varun Beverages employee for violating insider trading norms,VBL,Varun Beverages Limited,Food Processing,Food Processing,EQ,08-NOV-2016,10,1,INE200M01013,10
133,291,2022-02-25,"Maruti Suzuki: Launched new version of WagonR starting Rs 5,39,500


RUSSIA'S FOREIGN MINISTRY SAYS THREATS OF SANCTIONS FROM LONDON WILL NOT DETER RUSSIA, BUT WILL ONLY LEAD TO A NEW ESCALATION - RIA",MARUTI,Maruti Suzuki India Limited,Auto,Auto,EQ,09-JUL-2003,5,1,INE585B01010,5
134,295,2022-02-26,"Stock Split 
Ramkrishna Forgings fixes March 15, 2022 as record date for stock split",RKFORGE,Ramkrishna Forgings Limited,,,EQ,05-MAY-2004,2,1,INE399G01023,2
135,296,2022-02-26,"NLC INDIA :Board Meet On March 7 To Consider On Interim Dividend 

Record Date : 15 March",NLCINDIA,NLC India Limited,,,EQ,23-AUG-2000,10,1,INE589A01014,10
136,298,2022-02-26,"FUTURE RETAIL : Future Retail plans to scale down its offline operations to reduce its losses in the coming months and expand its online and home delivery business, the company informed in a stock exchange filing on February 26.

“The company has been finding it difficult to finance the working capital needs. Increasing losses at store level is a grave concern and is a vicious cycle where larger operations are leading to higher losses,” the company informed.",FCONSUMER,Future Consumer Limited,Transport & Logistics,Transport & Logistics,BE,04-JUL-2013,6,1,INE220J01025,6
137,300,2022-02-27,"UKRAINE’S DTEK CEO SAYS GOVERNMENT ASKED ALL POWER STATIONS TO SWITCH TO NATURAL GAS

DTEK CEO SAYS SWITCH TO GAS IS TO PRESERVE STRATEGIC COAL STOCKS

DTEK CEO SAYS UKRAINE HAS ENOUGH COAL STOCKS TO LAST 15-20 DAYS

#UPDATE Polish Prime Minister Mateusz Morawiecki has called on Germany to close the Nord Stream 1 gas pipeline and says Russia must be cut off from the SWIFT banking system

RUSSIAN TROOPS DISMANTLE DAM BUILT IN UKRAINE TO CUT OFF WATER SUPPLY TO CRIMEA - RIA CITES HEAD OF CRIMEA AKSYONOV

GERMAN GOVT IN FAVOUR OF 'TARGETED AND FUNCTIONAL' RESTRICTION OF RUSSIA FROM SWIFT - NTV

WHITE HOUSE MADE IT QUITE CLEAR TO REPORTERS THAT IT IS ACTIVELY WORKING TO ENSURE THAT THE SWIFT MOVE AGAINST RUSSIA HAS NO IMPACT ON ENERGY PAYMENTS, UTILISING TWO POTENTIAL AVENUES - BLOOMBERG REPORTER ON TWITTER.

EU, US, FRANCE, GERMANY, ITALY, UK AND CANADA JOINT STATEMENT 

Commit to ensuring that select Russian banks are removed from the SWIFT messaging system

Imposing restrictive measures that will prevent the #Russian Central Bank from deploying its international reserves 

#Russia",BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-FEB-1997,2,1,INE028A01039,2
138,301,2022-02-27,"ADANI POWER : Hon’ble Supreme  
Court has pronounced order in favour of APRL against Rajasthan DISCOMs

Hon’ble Supreme Court has ordered Rajasthan DISCOMs to pay to APRL the outstanding principal amount, pertaining to recovery of impact of change in law, along with specified interest within a period of four weeks.",SUPREMEIND,Supreme Industries Limited,Plastics,Plastics,EQ,19-JUL-1995,2,1,INE195A01028,2
139,304,2022-02-27,"Top Holdings of Berkshire Hathaway 
• Apple                        $157.5 bn
• Bank of America     $44.9 bn
• American Express   $24.8 bn
• Coca-Cola                $23.7 bn",BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-FEB-1997,2,1,INE028A01039,2
140,306,2022-02-27,Future Retail suspends supermarket operations as RIL plans takeover,FCONSUMER,Future Consumer Limited,Transport & Logistics,Transport & Logistics,BE,04-JUL-2013,6,1,INE220J01025,6
141,311,2022-02-27,"Guys i am telling you some good fundamental stocks which you can buy on dips or in SIP mode in these times.

Pidilite
Reliance 
Mtar
Iex
Laxmi organanics
Asian paints
Deepak nitrite
Dixon
United spirits 
Happiest mind
Tcs
Infosys
Airtel

These are few good fundamental stocks which you can look to invest in sip mode",AHLEAST,Asian Hotels (East) Limited,Paints & Varnishes,Paints & Varnishes,BE,11-AUG-2010,10,1,INE926K01017,10
142,316,2022-02-27,"The Russian head of delegation at a major UN climate conference has apologised for his country's invasion of Ukraine, which he said lacked justification, according to several sources who heard him speak at the virtual meeting

UKRAINE AND RUSSIA NEGOTIATIONS TO BE HELD AT BELARUSIAN-UKRAINIAN BORDER - OFFICE OF THE PRESIDENT OF UKRAINE

UKRAINE PRESIDENT SAYS UKRAINIAN AND RUSSIAN DELEGATIONS WILL MEET  WITHOUT PRECONDITIONS",ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-NOV-1995,2,1,INE715B01021,2
143,318,2022-02-27,"Breaking: The Russian Government website,  is down - BY ANONYMOUS.

UK considering banning Russian ships from British ports - The Guardian.

BREAKING: EU states involved by providing Ukraine with fighter jets.

BREAKING: Kosovo asks the US for a permanent military base and requests NATO membership.

Switzerland, which is traditionally a neutral country, will ""very likely"" join other countries in sanctioning Russia, president says.

#Switzerland #Ukraine #USA #Russia",ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-NOV-1995,2,1,INE715B01021,2
144,320,2022-02-28,"Commodity supply shock !

1. Crude Oil - Russia exports 7.3m bpd of crude/petroleum products, 6m bpd of which clears through the now shut seaborne mkt

2. Metals - aluminium & nickel most exposed

3. Agri - Russia & Ukraine are 25% of global wheat/corn exports

#RussiaUkraineWar",OIL,Oil India Limited,Oil Drilling,Oil Drilling,EQ,30-SEP-2009,10,1,INE274J01014,10
145,322,2022-02-28,"The SWIFT ban

1. No SWIFT access doesn't mean no commodity trade payments

2. SWIFT represents inter-bank messaging rather than a financial transfer instrument

3. No SWIFT would slow payments & rise in account receivables for exporters

#RussiaUkraineWar 

(1/2)",ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-NOV-1995,2,1,INE715B01021,2
146,323,2022-02-28,"The SWIFT ban

4. Also note - SWIFT access remains for some Russian banks. Also there could likely be a carve-out for energy/food trade

5. When SWIFT expelled Iranian banks in 2012, they conducted transactions via ECB's Target II system

#RussiaUkraineWar 

(2/2)",ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-NOV-1995,2,1,INE715B01021,2
147,327,2022-02-28,#RussiaUkraine Tensions | Bank Of Russia says stocks may start trading on MOEX at 5:30 pm (IST),BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-FEB-1997,2,1,INE028A01039,2
148,329,2022-02-28,"Unichem Lab gets US FDA nod for Divalproex Sodium Extended-Release Tablets, used for treatment of acute manic associated with bipolar disorder",UNICHEMLAB,Unichem Laboratories Limited,Pharmaceuticals,Pharmaceuticals,EQ,07-FEB-2001,2,1,INE351A01035,2
149,330,2022-02-28,Sunflower oil shipments of 3.8 Lk MT via Black Sea region to #India are stuck due to #UkraineRussiaCrisis.,MTEDUCARE,MT Educare Limited,Computers - Software - Training,Computers - Software - Training,EQ,12-APR-2012,10,1,INE472M01018,10
150,333,2022-02-28,Tomorrow Indian Market Will Be Closed On Account Of Maha Shiv Ratri,IMFA,Indian Metals & Ferro Alloys Limited,Steel - Pig Iron,Steel - Pig Iron,EQ,23-JUL-2010,10,1,INE919H01018,10
151,335,2022-02-28,EID PARRY: CO APPROVED 2ND INTERIM DIVIDEND OF RUPEES 5.50 / SHARE || CO FIXES RECORD DATE FOR PAYMENT OF DIVIDEND ON MARCH.11,EIDPARRY,EID Parry India Limited,Sugar,Sugar,EQ,10-MAY-1995,1,1,INE126A01031,1
152,336,2022-02-28,The key rate is the specific interest rate that determines bank lending rates and the cost of credit for borrowers,ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-NOV-1995,2,1,INE715B01021,2
153,340,2022-02-28,Tech Mahindra announces its entry into #Metaverse; releases #Avatar of CEO,M&M,Mahindra & Mahindra Limited,Auto,Auto,EQ,03-JAN-1996,5,1,INE101A01026,5
154,344,2022-02-28,"DB REALITY  : Hon. Supreme Court, freehold vacant land admeasuring  
approx. 22,000 Sq. mts., situated in commercial zone is now available to Esteem ( Subsidiary)for development. 
 
The Company intends to develop the subject land into a 2.00 million sq feet (leasable area) grade A office space in the next 3 years",ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-NOV-1995,2,1,INE715B01021,2
155,345,2022-02-28,"VARUN BEVERAGE: Board approved the proposal to enter into an agreement to manufacture ""Kurkure Puffcorn"" for PepsiCo India Holdings Private Limited as a part of their network of co-packers",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-OCT-2005,10,1,INE547E01014,10
